instance_sn,role,app_name,cpu_request,cpu_limit,gpu_request,gpu_limit,rdma_request,rdma_limit,memory_request,memory_limit,disk_request,disk_limit,max_instance_per_node,creation_time,scheduled_time,deletion_time
instance_10992,CN,app_126,96,96,0,0,1,1,480.0,480.0,400.0,500.0,-1,998244.0000000001,998245.0000000001,998641.0000000001
instance_10993,CN,app_126,96,96,0,0,1,1,480.0,480.0,400.0,500.0,-1,998245.0000000001,998245.0000000001,998652.0000000001
instance_10994,CN,app_126,96,96,0,0,1,1,480.0,480.0,400.0,500.0,-1,998245.0000000001,998245.0000000001,998868.0000000001
instance_10995,CN,app_126,96,96,0,0,1,1,480.0,480.0,400.0,500.0,-1,998244.0000000001,998245.0000000001,1167498.0
instance_10996,CN,app_126,96,96,0,0,1,1,480.0,480.0,400.0,500.0,-1,998252.0000000001,998252.0000000001,1006126.0000000001
instance_10997,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,998619.0000000001,998619.0000000001,1021624.0000000001
instance_10998,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,998619.0000000001,998619.0000000001,1029661.0000000001
instance_10999,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,998619.0000000001,998619.0000000001,1031593.0000000001
instance_11000,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,998641.0000000001,998759.0000000001,1038039.0000000001
instance_11001,CN,app_126,96,96,0,0,1,1,480.0,480.0,400.0,500.0,-1,998673.0000000001,998674.0000000001,1002573.0000000001
instance_11002,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,999202.0000000001,999202.0000000001,1037444.0000000001
instance_11003,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,999230.0000000001,999230.0000000001,1019301.0000000001
instance_11004,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,999362.0000000001,999362.0000000001,1012766.0000000001
instance_11005,CN,app_31,96,96,0,0,51,51,480.0,480.0,340.0,400.0,-1,999395.0000000001,999395.0000000001,1001869.0000000001
instance_11006,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,999408.0000000001,999408.0000000001,1017173.0000000001
instance_11007,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,999465.0000000001,999465.0000000001,1022857.0000000001
instance_11008,CN,app_31,96,96,0,0,51,51,480.0,480.0,340.0,400.0,-1,1000594.0000000001,1000594.0000000001,
instance_11009,CN,app_126,96,96,0,0,1,1,480.0,480.0,400.0,500.0,-1,1000820.0000000001,1000820.0000000001,1250352.0
instance_11010,CN,app_26,48,48,0,0,1,1,300.0,300.0,384.0,480.0,-1,1000822.0000000001,1000822.0000000001,2430231.0
instance_11011,CN,app_2,64,64,0,0,1,1,320.0,320.0,680.0,800.0,-1,1000887.0000000001,1000887.0000000001,
instance_11012,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,1000922.0000000001,1000922.0000000001,1004650.0000000001
instance_11013,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,1000922.0000000001,1000922.0000000001,1028385.0000000001
instance_11014,CN,app_2,64,64,0,0,1,1,320.0,320.0,680.0,800.0,-1,1000926.0000000001,1000926.0000000001,1039230.0000000001
instance_11015,CN,app_2,64,64,0,0,1,1,320.0,320.0,680.0,800.0,-1,1000926.0000000001,1000926.0000000001,1039348.0000000001
instance_11016,CN,app_23,64,64,0,0,1,1,480.0,480.0,544.0,640.0,-1,1000925.0000000001,1001116.0000000001,
instance_11017,HN,app_25,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,1001141.0000000001,1001141.0000000001,
instance_11018,HN,app_125,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1001191.0000000001,1001475.0000000001,1107414.0
instance_11019,HN,app_125,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1001196.0000000001,1001585.0000000001,1039754.0000000001
instance_11020,HN,app_19,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,1001617.0000000001,1001645.0000000001,1002994.0000000001
instance_11021,HN,app_26,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,1001618.0000000001,1001619.0000000001,1001910.0000000001
instance_11022,HN,app_24,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,1001619.0000000001,1001619.0000000001,1084210.0
instance_11023,HN,app_37,8,8,1,1,50,50,40.0,40.0,200.0,200.0,10,1001619.0000000001,1001645.0000000001,1001908.0000000001
instance_11024,HN,app_24,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,1001619.0000000001,1001619.0000000001,1001906.0000000001
instance_11025,HN,app_22,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,1001620.0000000001,1001620.0000000001,1001908.0000000001
instance_11026,HN,app_125,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1001655.0000000001,1001655.0000000001,1107384.0
instance_11027,CN,app_126,96,96,0,0,1,1,480.0,480.0,400.0,500.0,-1,1001964.0000000001,1001964.0000000001,
instance_11028,HN,app_87,8,8,1,1,50,50,40.0,40.0,170.0,200.0,2,1002056.0000000001,1002115.0000000001,1107346.0
instance_11029,HN,app_57,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,1002056.0000000001,1002115.0000000001,1107492.0
instance_11030,HN,app_19,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,1002056.0000000001,1002115.0000000001,1107428.0
instance_11031,HN,app_21,8,8,1,1,75,75,16.0,16.0,255.0,300.0,4,1002056.0000000001,1002115.0000000001,1107505.0
instance_11032,HN,app_75,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,1002056.0000000001,1002115.0000000001,1108003.0
instance_11033,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1002056.0000000001,1002115.0000000001,1109081.0
instance_11034,HN,app_34,8,8,1,1,25,25,32.0,32.0,85.0,100.0,2,1002061.0000000001,1002061.0000000001,
instance_11035,HN,app_61,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,1002064.0000000001,1002120.0000000001,
instance_11036,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1002358.0000000001,1002416.0000000001,
instance_11037,CN,app_125,64,64,0,0,1,1,320.0,320.0,425.0,500.0,-1,1002513.0000000001,1002513.0000000001,
instance_11038,CN,app_125,64,64,0,0,1,1,320.0,320.0,240.0,300.0,-1,1002513.0000000001,1002513.0000000001,1180030.0
instance_11039,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1002557.0000000001,1003171.0000000001,
instance_11040,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1002557.0000000001,1002660.0000000001,
instance_11041,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1002557.0000000001,1002557.0000000001,1107390.0
instance_11042,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1002557.0000000001,1003081.0000000001,1003185.0000000001
instance_11043,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1002561.0000000001,1002562.0000000001,1002691.0000000001
instance_11044,HN,app_126,16,16,1,1,25,25,80.0,80.0,80.0,100.0,4,1002561.0000000001,1002606.0000000001,
instance_11045,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1002561.0000000001,1002606.0000000001,1002763.0000000001
instance_11046,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1002561.0000000001,1002606.0000000001,1002743.0000000001
instance_11047,HN,app_37,8,8,1,1,50,50,40.0,40.0,200.0,200.0,10,1002746.0000000001,1002791.0000000001,1003158.0000000001
instance_11048,HN,app_19,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,1002746.0000000001,1002791.0000000001,
instance_11049,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1002750.0000000001,1002776.0000000001,
instance_11050,HN,app_25,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,1002751.0000000001,1002752.0000000001,1002907.0000000001
instance_11051,HN,app_62,8,8,1,1,25,25,40.0,40.0,200.0,200.0,2,1002754.0000000001,1002796.0000000001,1002900.0000000001
instance_11052,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1002756.0000000001,1002845.0000000001,1006874.0000000001
instance_11053,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1002787.0000000001,1002845.0000000001,1002914.0000000001
instance_11054,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1002799.0000000001,1002841.0000000001,
instance_11055,CN,app_126,96,96,0,0,1,1,480.0,480.0,400.0,500.0,-1,1002801.0000000001,1002801.0000000001,
instance_11056,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1002841.0000000001,1002991.0000000001,
instance_11057,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1002859.0000000001,1002915.0000000001,1002973.0000000001
instance_11058,HN,app_126,16,16,1,1,25,25,80.0,80.0,80.0,100.0,4,1002922.0000000001,1003086.0000000001,1377691.0
instance_11059,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1002951.0000000001,1002966.0000000001,1003037.0000000001
instance_11060,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1002960.0000000001,1003051.0000000001,1023401.0000000001
instance_11061,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1003046.0000000001,1003091.0000000001,1039855.0000000001
instance_11062,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1003066.0000000001,1003096.0000000001,1006804.0000000001
instance_11063,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1003097.0000000001,1003141.0000000001,1003185.0000000001
instance_11064,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1003220.0000000001,1003831.0000000001,
instance_11065,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1003223.0000000001,1003251.0000000001,1089665.0
instance_11066,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1003238.0000000001,1003746.0000000001,
instance_11067,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1003238.0000000001,1004001.0000000001,1023109.0000000001
instance_11068,CN,app_37,96,96,0,0,51,51,480.0,480.0,320.0,400.0,-1,1003275.0000000001,1003275.0000000001,1036576.0000000001
instance_11069,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,1003353.0000000001,1003353.0000000001,1013101.0000000001
instance_11070,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,1003352.0000000001,1003352.0000000001,1022358.0000000001
instance_11071,CN,app_73,48,48,0,0,1,1,240.0,240.0,340.0,400.0,2,1003483.0000000001,1003526.0000000001,1024665.0000000001
instance_11072,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1003353.0000000001,1003353.0000000001,1006882.0000000001
instance_11073,CN,app_21,96,96,0,0,1,1,480.0,480.0,340.0,400.0,-1,1003413.0000000001,1003413.0000000001,1003536.0000000001
instance_11074,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1003592.0000000001,1003681.0000000001,
instance_11075,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,1003688.0000000001,1003688.0000000001,
instance_11076,HN,app_93,8,8,1,1,25,25,40.0,40.0,255.0,300.0,4,1004018.0000000001,1004018.0000000001,1096867.0
instance_11077,HN,app_57,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,1004018.0000000001,1004046.0000000001,1104109.0
instance_11078,HN,app_22,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,1004018.0000000001,1004018.0000000001,
instance_11079,HN,app_37,8,8,1,1,25,25,40.0,40.0,170.0,200.0,10,1004019.0000000001,1004019.0000000001,
instance_11080,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1004019.0000000001,1004046.0000000001,1004828.0000000001
instance_11081,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,1004138.0000000001,1004138.0000000001,1032258.0000000001
instance_11082,HN,app_90,8,8,1,1,25,25,40.0,40.0,160.0,200.0,2,1004182.0000000001,1004226.0000000001,
instance_11083,CN,app_103,64,64,0,0,1,1,320.0,320.0,340.0,400.0,-1,1004582.0000000001,1004582.0000000001,1006673.0000000001
instance_11084,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1004734.0000000001,1004734.0000000001,1299533.0
instance_11085,CN,app_53,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1004735.0000000001,1004735.0000000001,
instance_11086,CN,app_13,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1005394.0000000001,1005394.0000000001,1005759.0000000001
instance_11087,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1005456.0000000001,1005481.0000000001,1008195.0000000001
instance_11088,CN,app_126,96,96,0,0,1,1,480.0,480.0,400.0,500.0,-1,1005504.0000000001,1005505.0000000001,
instance_11089,CN,app_103,64,64,0,0,1,1,320.0,320.0,340.0,400.0,-1,1005728.0000000001,1005728.0000000001,1009349.0000000001
instance_11090,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1005729.0000000001,1005729.0000000001,1020600.0000000001
instance_11091,CN,app_13,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1006048.0000000001,1006048.0000000001,1019180.0000000001
instance_11092,CN,app_20,64,64,0,0,1,1,320.0,320.0,544.0,640.0,-1,1006083.0000000001,1006083.0000000001,1017526.0000000001
instance_11093,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,1006445.0000000001,1006445.0000000001,1030226.0000000001
instance_11094,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,1006565.0000000001,1006565.0000000001,1085041.0
instance_11095,HN,app_126,16,16,1,1,25,25,80.0,80.0,80.0,100.0,4,1006680.0000000001,1006691.0000000001,1377818.0
instance_11096,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1006680.0000000001,1006680.0000000001,1023400.0000000001
instance_11097,HN,app_126,16,16,1,1,25,25,80.0,80.0,80.0,100.0,4,1006680.0000000001,1006691.0000000001,1477694.0
instance_11098,CN,app_78,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1007315.0000000001,1007315.0000000001,1161604.0
instance_11099,CN,app_61,64,64,0,0,1,1,320.0,320.0,544.0,640.0,2,1007439.0000000001,1007481.0000000001,
instance_11100,CN,app_2,64,64,0,0,1,1,320.0,320.0,680.0,800.0,-1,1007878.0000000001,1007878.0000000001,1033979.0000000001
instance_11101,CN,app_91,64,64,0,0,1,1,320.0,320.0,680.0,800.0,-1,1008046.0000000001,1008046.0000000001,1521521.0
instance_11102,CN,app_4,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1008049.0000000001,1008076.0000000001,
instance_11103,CN,app_20,64,64,0,0,1,1,320.0,320.0,544.0,640.0,-1,1008050.0000000001,1008050.0000000001,1033784.0000000001
instance_11104,CN,app_103,64,64,0,0,1,1,320.0,320.0,340.0,400.0,-1,1008367.0000000001,1008367.0000000001,1012862.0000000001
instance_11105,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1008838.0000000001,1009557.0000000001,1014390.0000000001
instance_11106,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1008838.0000000001,1008897.0000000001,
instance_11107,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1008838.0000000001,1009557.0000000001,
instance_11108,HN,app_7,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,1008838.0000000001,1008838.0000000001,
instance_11109,HN,app_21,8,8,1,1,75,75,16.0,16.0,255.0,300.0,4,1008838.0000000001,1008897.0000000001,
instance_11110,HN,app_64,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,1008839.0000000001,1008897.0000000001,
instance_11111,HN,app_22,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,1008838.0000000001,1008839.0000000001,1023236.0000000001
instance_11112,HN,app_5,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,1008841.0000000001,1008841.0000000001,
instance_11113,HN,app_71,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,1008841.0000000001,1008896.0000000001,
instance_11114,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,1009477.0000000001,1009477.0000000001,1030013.0000000001
instance_11115,CN,app_115,64,64,0,0,1,1,320.0,320.0,340.0,400.0,-1,1010952.0000000001,1010952.0000000001,1012800.0000000001
instance_11116,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,1011674.0000000001,1011674.0000000001,1024976.0000000001
instance_11117,CN,app_13,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1011676.0000000001,1011676.0000000001,1025988.0000000001
instance_11118,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,1011990.0000000001,1011990.0000000001,1425731.0
instance_11119,CN,app_34,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1011992.0000000001,1011992.0000000001,1018768.0000000001
instance_11120,CN,app_115,64,64,0,0,1,1,320.0,320.0,340.0,400.0,-1,1011993.0000000001,1012022.0000000001,
instance_11121,CN,app_88,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1011993.0000000001,1011993.0000000001,1222722.0
instance_11122,CN,app_103,64,64,0,0,1,1,320.0,320.0,340.0,400.0,-1,1011993.0000000001,1011993.0000000001,1522308.0
instance_11123,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1012166.0000000001,1012167.0000000001,1023367.0000000001
instance_11124,HN,app_27,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,1012167.0000000001,1012301.0000000001,1100777.0
instance_11125,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1012266.0000000001,1012322.0000000001,1015753.0000000001
instance_11126,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,1012346.0000000001,1012481.0000000001,
instance_11127,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1012358.0000000001,1012358.0000000001,1021074.0000000001
instance_11128,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,1012624.0000000001,1012624.0000000001,1032258.0000000001
instance_11129,CN,app_126,96,96,0,0,1,1,480.0,480.0,400.0,500.0,-1,1012674.0000000001,1012674.0000000001,1105915.0
instance_11130,CN,app_18,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1013651.0000000001,1013651.0000000001,
instance_11131,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1015216.0000000001,1015258.0000000001,1017079.0000000001
instance_11132,CN,app_91,64,64,0,0,1,1,320.0,320.0,680.0,800.0,-1,1015228.0000000001,1015228.0000000001,1536055.0
instance_11133,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1016575.0000000001,1016588.0000000001,1018385.0000000001
instance_11134,CN,app_57,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1016719.0000000001,1016719.0000000001,1026083.0000000001
instance_11135,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,1016720.0000000001,1016720.0000000001,
instance_11136,CN,app_18,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1016775.0000000001,1016775.0000000001,1025588.0000000001
instance_11137,CN,app_20,64,64,0,0,1,1,320.0,320.0,544.0,640.0,-1,1016775.0000000001,1016775.0000000001,1025894.0000000001
instance_11138,CN,app_18,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1016775.0000000001,1016775.0000000001,1765844.0
instance_11139,CN,app_4,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1016775.0000000001,1016775.0000000001,1026271.0000000001
instance_11140,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,1016775.0000000001,1016775.0000000001,1112776.0
instance_11141,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1016777.0000000001,1016777.0000000001,
instance_11142,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1016776.0000000001,1016777.0000000001,1037388.0000000001
instance_11143,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1016903.0000000001,1016903.0000000001,1025977.0000000001
instance_11144,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,1017014.0000000001,1017015.0000000001,1031872.0000000001
instance_11145,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1017255.0000000001,1017328.0000000001,1039836.0000000001
instance_11146,CN,app_23,64,64,0,0,1,1,480.0,480.0,544.0,640.0,-1,1017323.0000000001,1017428.0000000001,
instance_11147,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1017347.0000000001,1017347.0000000001,
instance_11148,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1017591.0000000001,1017591.0000000001,1040596.0000000001
instance_11149,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1017615.0000000001,1017615.0000000001,2385302.0
instance_11150,CN,app_34,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1017645.0000000001,1017645.0000000001,1027888.0000000001
instance_11151,CN,app_17,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1017650.0000000001,1017650.0000000001,1025419.0000000001
instance_11152,CN,app_34,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1017706.0000000001,1017706.0000000001,1033098.0000000001
instance_11153,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1017744.0000000001,1017787.0000000001,1023374.0000000001
instance_11154,HN,app_126,16,16,1,1,25,25,80.0,80.0,100.0,100.0,4,1017744.0000000001,1017744.0000000001,
instance_11155,CN,app_75,48,48,0,0,1,1,240.0,240.0,340.0,400.0,2,1017765.0000000001,1017778.0000000001,
instance_11156,CN,app_18,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1017825.0000000001,1017825.0000000001,1025666.0000000001
instance_11157,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1017826.0000000001,1017838.0000000001,1038030.0000000001
instance_11158,CN,app_13,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1017826.0000000001,1017827.0000000001,2271790.0
instance_11159,CN,app_46,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1017856.0000000001,1017856.0000000001,
instance_11160,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1017876.0000000001,1017903.0000000001,1020820.0000000001
instance_11161,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1017886.0000000001,1017958.0000000001,
instance_11162,CN,app_62,48,48,0,0,1,1,240.0,240.0,425.0,500.0,-1,1018081.0000000001,1018107.0000000001,
instance_11163,CN,app_21,96,96,0,0,1,1,480.0,480.0,340.0,400.0,-1,1018065.0000000001,1018078.0000000001,
instance_11164,CN,app_86,64,64,0,0,1,1,350.0,350.0,255.0,300.0,-1,1017951.0000000001,1018107.0000000001,
instance_11165,CN,app_110,64,64,0,0,1,1,640.0,640.0,255.0,300.0,-1,1018594.0000000001,1018624.0000000001,1025978.0000000001
instance_11166,CN,app_110,64,64,0,0,1,1,640.0,640.0,255.0,300.0,-1,1018211.0000000001,1018393.0000000001,
instance_11167,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1018457.0000000001,1018457.0000000001,
instance_11168,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1018457.0000000001,1018457.0000000001,2035859.0000000002
instance_11169,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1018636.0000000001,1018636.0000000001,1130324.0
instance_11170,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1018636.0000000001,1018636.0000000001,2270682.0
instance_11171,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1018908.0000000001,1018908.0000000001,1029536.0000000001
instance_11172,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1019116.0000000001,1019116.0000000001,
instance_11173,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1019177.0000000001,1019218.0000000001,1022214.0000000001
instance_11174,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1019476.0000000001,1019476.0000000001,
instance_11175,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1019476.0000000001,1019476.0000000001,1034332.0000000001
instance_11176,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1019476.0000000001,1019476.0000000001,1804837.0
instance_11177,HN,app_129,8,8,1,1,25,25,400.0,400.0,170.0,200.0,2,1019768.0000000001,1019768.0000000001,1020051.0000000001
instance_11178,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1020257.0000000001,1020257.0000000001,
instance_11179,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1020351.0000000001,1020454.0000000001,
instance_11180,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1020705.0000000001,1020705.0000000001,
instance_11181,CN,app_19,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,1021035.0000000001,1021035.0000000001,1794307.0
instance_11182,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1021036.0000000001,1021094.0000000001,
instance_11183,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1021683.0000000001,1021740.0000000001,1023483.0000000001
instance_11184,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,1021933.0000000001,1021934.0000000001,
instance_11185,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,1021934.0000000001,1021934.0000000001,1024796.0000000001
instance_11186,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,1021933.0000000001,1021934.0000000001,1737439.0
instance_11187,CN,app_31,96,96,0,0,51,51,480.0,480.0,340.0,400.0,-1,1021934.0000000001,1021934.0000000001,1022062.0000000001
instance_11188,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,1021933.0000000001,1021934.0000000001,1024796.0000000001
instance_11189,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,1021933.0000000001,1021934.0000000001,1120423.0
instance_11190,CN,app_126,96,96,0,0,1,1,480.0,480.0,425.0,500.0,-1,1022176.0000000001,1022176.0000000001,2222316.0
instance_11191,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,1022433.0000000001,1022434.0000000001,1148708.0
instance_11192,CN,app_81,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1022448.0000000001,1022452.0000000001,1149551.0
instance_11193,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,1022451.0000000001,1022451.0000000001,1745675.0
instance_11194,CN,app_30,48,48,0,0,1,1,240.0,240.0,408.0,480.0,-1,1022803.0000000001,1022804.0000000001,2299927.0
instance_11195,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,1022966.0000000001,1023010.0000000001,
instance_11196,HN,app_126,16,16,1,1,25,25,80.0,80.0,85.0,100.0,4,1022967.0000000001,1023010.0000000001,
instance_11197,HN,app_22,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,1022967.0000000001,1022967.0000000001,
