name,cpu_milli,memory_mib,num_gpu,gpu_milli
openb-pod-4517,8000,8192,1,1000
openb-pod-4518,12000,24576,1,1000
openb-pod-4519,12000,16384,1,1000
openb-pod-4520,8000,30517,0,0
openb-pod-4521,8000,30517,0,0
openb-pod-4522,4000,22888,1,480
openb-pod-4523,8000,32768,1,1000
openb-pod-4524,11400,48128,1,1000
openb-pod-4525,7000,30000,1,1000
openb-pod-4526,11400,48128,1,1000
openb-pod-4527,8000,30517,0,0
openb-pod-4528,11908,47104,1,470
openb-pod-4529,11908,47104,1,470
openb-pod-4530,12000,15360,1,1000
openb-pod-4531,8000,16384,1,1000
openb-pod-4532,11400,48128,1,1000
openb-pod-4533,32000,49152,0,0
openb-pod-4534,8000,30517,1,110
openb-pod-4535,18708,64512,1,1000
openb-pod-4536,8000,30517,1,470
openb-pod-4537,11400,48128,1,1000
openb-pod-4538,32000,49152,0,0
openb-pod-4539,12000,24576,1,1000
openb-pod-4540,4000,22888,1,220
openb-pod-4541,4000,22888,1,220
openb-pod-4542,4000,22888,1,320
openb-pod-4543,11400,48128,1,1000
openb-pod-4544,11400,48128,1,1000
openb-pod-4545,11400,48128,1,1000
openb-pod-4546,3152,5600,1,810
openb-pod-4547,8000,16384,1,1000
openb-pod-4548,11400,48128,1,1000
openb-pod-4549,12500,57344,0,0
openb-pod-4550,18708,64512,1,1000
openb-pod-4551,16000,65536,1,1000
openb-pod-4552,8000,30517,1,470
openb-pod-4553,11908,47104,1,470
openb-pod-4554,12500,57344,0,0
openb-pod-4555,11400,48128,1,1000
openb-pod-4556,11400,48128,1,1000
openb-pod-4557,11400,48128,1,1000
openb-pod-4558,16000,65536,1,1000
openb-pod-4559,3152,5600,1,810
openb-pod-4560,12500,57344,0,0
openb-pod-4561,11400,48128,1,1000
openb-pod-4562,11400,48128,1,1000
openb-pod-4563,12500,57344,0,0
openb-pod-4564,12500,57344,0,0
openb-pod-4565,11400,48128,1,1000
openb-pod-4566,11400,48128,1,1000
openb-pod-4567,11400,48128,1,1000
openb-pod-4568,11400,48128,1,1000
openb-pod-4569,11400,48128,1,1000
openb-pod-4570,4000,15258,1,320
openb-pod-4571,3152,5600,1,810
openb-pod-4572,11400,48128,1,1000
openb-pod-4573,11400,48128,1,1000
openb-pod-4574,11400,48128,1,1000
openb-pod-4575,3152,5600,1,810
openb-pod-4576,1000,6144,1,1000
openb-pod-4577,12500,57344,0,0
openb-pod-4578,11908,47104,1,650
openb-pod-4579,12000,24576,1,1000
openb-pod-4580,11908,47104,1,650
openb-pod-4581,11400,48128,1,1000
openb-pod-4582,11400,48128,1,1000
openb-pod-4583,3152,5600,1,810
openb-pod-4584,11908,47104,1,650
openb-pod-4585,11908,47104,1,650
openb-pod-4586,3152,5600,1,810
openb-pod-4587,11908,47104,1,650
openb-pod-4588,8000,16384,1,1000
openb-pod-4589,12500,57344,0,0
openb-pod-4590,18708,64512,1,1000
openb-pod-4591,18708,64512,1,1000
openb-pod-4592,3152,5600,1,810
openb-pod-4593,11400,48128,1,1000
openb-pod-4594,11908,47104,1,650
openb-pod-4595,15900,90112,1,1000
openb-pod-4596,12000,24576,1,1000
openb-pod-4597,12000,24576,1,1000
openb-pod-4598,8000,16384,1,1000
openb-pod-4599,8000,15625,1,1000
openb-pod-4600,11400,48128,1,1000
openb-pod-4601,9400,52224,1,1000
openb-pod-4602,3152,5600,1,810
openb-pod-4603,15200,80896,1,1000
openb-pod-4604,3152,5600,1,810
openb-pod-4605,11400,48128,1,1000
openb-pod-4606,11400,48128,1,1000
openb-pod-4607,11400,48128,1,1000
openb-pod-4608,8000,30517,1,470
openb-pod-4609,3152,5600,1,810
openb-pod-4610,15700,58368,1,1000
openb-pod-4611,3152,5600,1,810
openb-pod-4612,11908,47104,1,470
openb-pod-4613,3152,5600,1,810
openb-pod-4614,8000,30517,1,470
openb-pod-4615,8000,32768,1,1000
openb-pod-4616,12500,57344,0,0
openb-pod-4617,9400,52224,1,1000
openb-pod-4618,9400,52224,1,1000
openb-pod-4619,9400,52224,1,1000
openb-pod-4620,9400,52224,1,1000
openb-pod-4621,9400,52224,1,1000
openb-pod-4622,8000,30517,1,470
openb-pod-4623,8000,16384,1,1000
openb-pod-4624,11300,49152,1,1000
openb-pod-4625,11300,49152,1,1000
openb-pod-4626,11900,77824,1,1000
openb-pod-4627,11300,49152,1,1000
openb-pod-4628,11300,49152,1,1000
openb-pod-4629,4000,22888,1,320
openb-pod-4630,16000,32768,1,1000
openb-pod-4631,11300,49152,1,1000
openb-pod-4632,8000,30517,1,470
openb-pod-4633,6000,32768,1,1000
openb-pod-4634,11908,47104,1,650
openb-pod-4635,16400,84992,1,1000
openb-pod-4636,16400,84992,1,1000
openb-pod-4637,11300,49152,1,1000
openb-pod-4638,3152,5600,1,810
openb-pod-4639,11300,49152,1,1000
openb-pod-4640,11300,49152,1,1000
openb-pod-4641,11300,49152,1,1000
openb-pod-4642,11300,49152,1,1000
openb-pod-4643,11300,49152,1,1000
openb-pod-4644,3152,5600,1,810
openb-pod-4645,11300,49152,1,1000
openb-pod-4646,4000,22888,1,230
openb-pod-4647,11300,49152,1,1000
openb-pod-4648,8000,30517,1,470
openb-pod-4649,11300,49152,1,1000
openb-pod-4650,32000,49152,0,0
openb-pod-4651,32000,49152,0,0
openb-pod-4652,32000,49152,0,0
openb-pod-4653,3152,5600,1,810
openb-pod-4654,32000,49152,0,0
openb-pod-4655,3152,5600,1,810
openb-pod-4656,11300,49152,1,1000
openb-pod-4657,4000,22888,1,320
openb-pod-4658,4000,15258,1,160
openb-pod-4659,3152,5600,1,810
openb-pod-4660,14200,58368,1,1000
openb-pod-4661,18708,64512,1,1000
openb-pod-4662,11300,49152,1,1000
openb-pod-4663,18708,64512,1,1000
openb-pod-4664,11908,47104,1,650
openb-pod-4665,8000,30517,1,470
openb-pod-4666,3152,5600,1,810
openb-pod-4667,11300,49152,1,1000
openb-pod-4668,4000,15258,1,160
openb-pod-4669,3152,5600,1,810
openb-pod-4670,11300,49152,1,1000
openb-pod-4671,11300,49152,1,1000
openb-pod-4672,11908,47104,1,470
openb-pod-4673,11300,49152,1,1000
openb-pod-4674,11300,49152,1,1000
openb-pod-4675,11900,77824,1,1000
openb-pod-4676,11300,49152,1,1000
openb-pod-4677,11300,49152,1,1000
openb-pod-4678,11300,49152,1,1000
openb-pod-4679,11300,49152,1,1000
openb-pod-4680,11300,49152,1,1000
openb-pod-4681,11300,49152,1,1000
openb-pod-4682,11300,49152,1,1000
openb-pod-4683,18708,64512,1,1000
openb-pod-4684,18708,64512,1,1000
openb-pod-4685,12500,57344,0,0
openb-pod-4686,11908,47104,1,650
openb-pod-4687,11300,49152,1,1000
openb-pod-4688,11300,49152,1,1000
openb-pod-4689,6000,6144,1,460
openb-pod-4690,4000,15258,1,160
openb-pod-4691,3152,5600,1,810
openb-pod-4692,3152,5600,1,810
openb-pod-4693,4000,15258,1,160
openb-pod-4694,11300,49152,1,1000
openb-pod-4695,12000,24576,1,1000
openb-pod-4696,8000,16384,1,1000
openb-pod-4697,15200,80896,1,1000
openb-pod-4698,8000,30517,1,470
openb-pod-4699,3152,5600,1,810
openb-pod-4700,3152,5600,1,810
openb-pod-4701,11300,49152,1,1000
openb-pod-4702,11300,49152,1,1000
openb-pod-4703,11300,49152,1,1000
openb-pod-4704,11300,49152,1,1000
openb-pod-4705,11300,49152,1,1000
openb-pod-4706,11300,49152,1,1000
openb-pod-4707,11300,49152,1,1000
openb-pod-4708,11300,49152,1,1000
openb-pod-4709,3152,5600,1,810
openb-pod-4710,11300,49152,1,1000
openb-pod-4711,11300,49152,1,1000
openb-pod-4712,11300,49152,1,1000
openb-pod-4713,16000,65536,1,1000
openb-pod-4714,11300,49152,1,1000
openb-pod-4715,11300,49152,1,1000
openb-pod-4716,12000,24576,1,1000
openb-pod-4717,11300,49152,1,1000
openb-pod-4718,16400,125952,1,1000
openb-pod-4719,16400,125952,1,1000
openb-pod-4720,16400,125952,1,1000
openb-pod-4721,12500,57344,0,0
openb-pod-4722,12000,24576,1,1000
openb-pod-4723,12500,57344,0,0
openb-pod-4724,11900,77824,1,1000
openb-pod-4725,64000,262144,8,1000
openb-pod-4726,11300,49152,1,1000
openb-pod-4727,88000,327680,8,1000
openb-pod-4728,8000,30517,1,470
openb-pod-4729,12000,15360,1,1000
openb-pod-4730,11300,49152,1,1000
openb-pod-4731,11300,49152,1,1000
openb-pod-4732,3152,5600,1,810
openb-pod-4733,12000,15360,1,1000
openb-pod-4734,11300,49152,1,1000
openb-pod-4735,16000,65536,1,1000
openb-pod-4736,12000,24576,1,1000
openb-pod-4737,11300,49152,1,1000
openb-pod-4738,11300,49152,1,1000
openb-pod-4739,11300,49152,1,1000
openb-pod-4740,11300,49152,1,1000
openb-pod-4741,11300,49152,1,1000
openb-pod-4742,3152,5600,1,810
openb-pod-4743,8000,32768,1,1000
openb-pod-4744,11300,49152,1,1000
openb-pod-4745,3152,5600,1,810
openb-pod-4746,32000,49152,0,0
openb-pod-4747,11300,49152,1,1000
openb-pod-4748,32000,49152,0,0
openb-pod-4749,3152,5600,1,810
openb-pod-4750,15400,51200,0,0
openb-pod-4751,8000,30517,0,0
openb-pod-4752,8000,30517,0,0
openb-pod-4753,8000,30517,0,0
openb-pod-4754,12000,24576,1,1000
openb-pod-4755,12000,47104,1,1000
openb-pod-4756,11300,49152,1,1000
openb-pod-4757,11300,49152,1,1000
openb-pod-4758,11300,49152,1,1000
openb-pod-4759,11300,49152,1,1000
openb-pod-4760,11300,49152,1,1000
openb-pod-4761,12000,24576,1,1000
openb-pod-4762,4000,24576,1,1000
openb-pod-4763,5000,10240,1,1000
openb-pod-4764,3152,5600,1,810
openb-pod-4765,11400,77824,1,1000
openb-pod-4766,4000,22888,1,320
openb-pod-4767,4000,15258,1,160
openb-pod-4768,4000,24576,1,1000
openb-pod-4769,3152,5600,1,810
openb-pod-4770,32000,49152,0,0
openb-pod-4771,32000,49152,0,0
openb-pod-4772,3152,5600,1,810
openb-pod-4773,4000,24576,1,1000
openb-pod-4774,4000,22888,1,330
openb-pod-4775,4000,22888,1,330
openb-pod-4776,4000,15258,1,230
openb-pod-4777,8000,30517,0,0
openb-pod-4778,3152,5600,1,810
openb-pod-4779,11300,49152,1,1000
openb-pod-4780,3152,5600,1,810
openb-pod-4781,8000,30517,1,470
openb-pod-4782,3152,5600,1,810
openb-pod-4783,16400,125952,1,1000
openb-pod-4784,11908,47104,1,470
openb-pod-4785,4000,22888,1,220
openb-pod-4786,8000,30517,1,470
openb-pod-4787,3152,5600,1,590
openb-pod-4788,11300,49152,1,1000
openb-pod-4789,3152,5600,1,810
openb-pod-4790,8000,30517,1,470
openb-pod-4791,8000,30517,1,470
openb-pod-4792,4000,15258,1,160
openb-pod-4793,4000,15258,1,160
openb-pod-4794,8000,30517,1,470
openb-pod-4795,8000,30517,1,650
openb-pod-4796,4000,15258,1,160
openb-pod-4797,4000,31250,1,1000
openb-pod-4798,11300,49152,1,1000
openb-pod-4799,18708,64512,1,1000
openb-pod-4800,8000,30517,1,470
openb-pod-4801,11300,49152,1,1000
openb-pod-4802,3152,5600,1,810
openb-pod-4803,3152,5600,1,810
openb-pod-4804,3152,5600,1,810
openb-pod-4805,3152,5600,1,810
openb-pod-4806,18708,64512,1,1000
openb-pod-4807,4000,15258,1,320
openb-pod-4808,3152,5600,1,810
openb-pod-4809,11300,49152,1,1000
openb-pod-4810,3152,5600,1,810
openb-pod-4811,3152,5600,1,810
openb-pod-4812,3152,5600,1,810
openb-pod-4813,3152,5600,1,810
openb-pod-4814,3152,5600,1,810
openb-pod-4815,4000,22888,1,330
openb-pod-4816,18708,64512,1,1000
openb-pod-4817,12500,57344,0,0
openb-pod-4818,18708,64512,1,1000
openb-pod-4819,12500,57344,0,0
openb-pod-4820,4000,22888,1,320
openb-pod-4821,11300,49152,1,1000
openb-pod-4822,11300,49152,1,1000
openb-pod-4823,3152,5600,1,810
openb-pod-4824,4000,15258,1,320
openb-pod-4825,8000,30517,0,0
openb-pod-4826,11300,49152,1,1000
openb-pod-4827,3152,5600,1,810
openb-pod-4828,3152,5600,1,810
openb-pod-4829,3152,5600,1,810
openb-pod-4830,11300,49152,1,1000
openb-pod-4831,11300,49152,1,1000
openb-pod-4832,6000,8192,1,460
openb-pod-4833,32000,49152,0,0
openb-pod-4834,32000,49152,0,0
openb-pod-4835,32000,49152,0,0
openb-pod-4836,3152,5600,1,810
openb-pod-4837,6000,6144,1,460
openb-pod-4838,11908,47104,1,470
openb-pod-4839,11300,49152,1,1000
openb-pod-4840,11300,49152,1,1000
openb-pod-4841,11300,49152,1,1000
openb-pod-4842,4000,24576,1,1000
openb-pod-4843,8000,30517,1,470
openb-pod-4844,14200,58368,1,1000
openb-pod-4845,15400,51200,0,0
openb-pod-4846,11300,49152,1,1000
openb-pod-4847,11300,49152,1,1000
openb-pod-4848,11300,49152,1,1000
openb-pod-4849,11300,49152,1,1000
openb-pod-4850,11300,49152,1,1000
openb-pod-4851,11300,49152,1,1000
openb-pod-4852,11908,47104,1,470
openb-pod-4853,14200,58368,1,1000
openb-pod-4854,14200,58368,1,1000
openb-pod-4855,8000,30517,1,470
openb-pod-4856,8000,30517,1,470
openb-pod-4857,16400,125952,1,1000
openb-pod-4858,11300,49152,1,1000
openb-pod-4859,11908,47104,1,470
openb-pod-4860,3152,5600,1,810
openb-pod-4861,11300,49152,1,1000
openb-pod-4862,3152,5600,1,810
openb-pod-4863,11300,49152,1,1000
openb-pod-4864,4000,15258,1,160
openb-pod-4865,11300,49152,1,1000
openb-pod-4866,11300,49152,1,1000
openb-pod-4867,11300,49152,1,1000
openb-pod-4868,11300,49152,1,1000
openb-pod-4869,12000,24576,1,1000
openb-pod-4870,11300,49152,1,1000
openb-pod-4871,11300,49152,1,1000
openb-pod-4872,8000,30517,1,470
openb-pod-4873,11908,47104,1,470
openb-pod-4874,14200,58368,1,1000
openb-pod-4875,11908,47104,1,650
openb-pod-4876,11908,47104,1,650
openb-pod-4877,11908,47104,1,650
openb-pod-4878,18708,64512,1,1000
openb-pod-4879,11300,49152,1,1000
openb-pod-4880,3152,5600,1,810
openb-pod-4881,3152,5600,1,810
openb-pod-4882,11300,49152,1,1000
openb-pod-4883,4000,22888,1,220
openb-pod-4884,3152,5600,1,810
openb-pod-4885,16000,31250,0,0
openb-pod-4886,4000,32768,1,1000
openb-pod-4887,4000,22888,1,480
openb-pod-4888,11300,49152,1,1000
openb-pod-4889,12500,57344,0,0
openb-pod-4890,15400,51200,0,0
openb-pod-4891,8000,32768,1,1000
openb-pod-4892,11300,49152,1,1000
openb-pod-4893,11300,49152,1,1000
openb-pod-4894,11300,49152,1,1000
openb-pod-4895,88000,327680,8,1000
openb-pod-4896,11300,49152,1,1000
openb-pod-4897,3152,5600,1,590
openb-pod-4898,3152,5600,1,810
openb-pod-4899,11300,49152,1,1000
openb-pod-4900,4000,30517,1,320
openb-pod-4901,11300,49152,1,1000
openb-pod-4902,4000,31250,1,1000
openb-pod-4903,3152,5600,1,810
openb-pod-4904,15200,80896,1,1000
openb-pod-4905,11300,49152,1,1000
openb-pod-4906,11300,49152,1,1000
openb-pod-4907,1000,6144,1,1000
openb-pod-4908,11300,49152,1,1000
openb-pod-4909,11300,49152,1,1000
openb-pod-4910,11300,49152,1,1000
openb-pod-4911,3152,5600,1,810
openb-pod-4912,3152,5600,1,810
openb-pod-4913,11300,49152,1,1000
openb-pod-4914,12000,24576,1,1000
openb-pod-4915,11300,49152,1,1000
openb-pod-4916,11300,49152,1,1000
openb-pod-4917,11300,49152,1,1000
openb-pod-4918,11300,49152,1,1000
openb-pod-4919,11300,49152,1,1000
openb-pod-4920,32000,49152,0,0
openb-pod-4921,32000,49152,0,0
openb-pod-4922,11300,49152,1,1000
openb-pod-4923,8000,30517,1,470
openb-pod-4924,32000,49152,0,0
openb-pod-4925,32000,49152,0,0
openb-pod-4926,8000,30517,1,470
openb-pod-4927,11908,47104,1,470
openb-pod-4928,11908,47104,1,650
openb-pod-4929,8000,30517,1,470
openb-pod-4930,1000,6144,1,1000
openb-pod-4931,12500,57344,0,0
openb-pod-4932,12500,57344,0,0
openb-pod-4933,18708,64512,1,1000
openb-pod-4934,11300,49152,1,1000
openb-pod-4935,11300,49152,1,1000
openb-pod-4936,3152,5600,1,810
openb-pod-4937,8000,30517,1,650
openb-pod-4938,1000,6144,1,1000
openb-pod-4939,11908,47104,1,470
openb-pod-4940,18708,64512,1,1000
openb-pod-4941,18708,64512,1,1000
openb-pod-4942,11300,49152,1,1000
openb-pod-4943,12500,57344,0,0
openb-pod-4944,11300,49152,1,1000
openb-pod-4945,11300,49152,1,1000
openb-pod-4946,11300,49152,1,1000
openb-pod-4947,11300,49152,1,1000
openb-pod-4948,18708,64512,1,1000
openb-pod-4949,12000,24576,1,1000
openb-pod-4950,14200,58368,1,1000
openb-pod-4951,12000,24576,1,1000
openb-pod-4952,8000,30517,1,470
openb-pod-4953,11908,47104,1,650
openb-pod-4954,11908,47104,1,650
openb-pod-4955,11908,47104,1,650
openb-pod-4956,3152,5600,1,810
openb-pod-4957,11300,49152,1,1000
openb-pod-4958,8000,30517,0,0
openb-pod-4959,11300,49152,1,1000
openb-pod-4960,11300,49152,1,1000
openb-pod-4961,11300,49152,1,1000
openb-pod-4962,11300,49152,1,1000
openb-pod-4963,8200,33792,1,1000
openb-pod-4964,12000,24576,1,1000
openb-pod-4965,4000,22888,1,320
openb-pod-4966,11300,49152,1,1000
openb-pod-4967,11300,49152,1,1000
openb-pod-4968,11300,49152,1,1000
openb-pod-4969,12000,15360,1,1000
openb-pod-4970,3152,5600,1,590
openb-pod-4971,4000,30517,1,320
openb-pod-4972,8000,30517,0,0
openb-pod-4973,8000,30517,0,0
openb-pod-4974,11300,49152,1,1000
openb-pod-4975,3152,5600,1,810
openb-pod-4976,11300,49152,1,1000
openb-pod-4977,11300,49152,1,1000
openb-pod-4978,8000,30517,0,0
openb-pod-4979,11300,49152,1,1000
openb-pod-4980,3152,5600,1,810
openb-pod-4981,11908,47104,1,470
openb-pod-4982,11300,49152,1,1000
openb-pod-4983,11300,49152,1,1000
openb-pod-4984,8000,16384,1,1000
openb-pod-4985,32000,49152,0,0
openb-pod-4986,32000,49152,0,0
openb-pod-4987,32000,49152,0,0
openb-pod-4988,6000,22888,1,160
openb-pod-4989,8000,16384,1,1000
openb-pod-4990,16000,65536,1,1000
openb-pod-4991,8000,16384,1,1000
openb-pod-4992,6000,12288,1,460
openb-pod-4993,16000,65536,1,1000
openb-pod-4994,15200,80896,1,1000
openb-pod-4995,8000,30517,0,0
openb-pod-4996,8000,30517,0,0
openb-pod-4997,4000,24576,1,1000
openb-pod-4998,32000,49152,0,0
openb-pod-4999,32000,49152,0,0
openb-pod-5000,6000,6144,1,460
openb-pod-5001,32000,49152,0,0
openb-pod-5002,11300,49152,1,1000
openb-pod-5003,4000,22888,1,320
openb-pod-5004,4000,22888,1,350
openb-pod-5005,4000,22888,1,320
openb-pod-5006,4000,22888,1,110
openb-pod-5007,8000,30517,1,470
openb-pod-5008,11300,49152,1,1000
openb-pod-5009,11300,49152,1,1000
openb-pod-5010,11300,49152,1,1000
openb-pod-5011,8000,30517,1,470
openb-pod-5012,11908,47104,1,650
openb-pod-5013,11908,47104,1,650
openb-pod-5014,11908,47104,1,650
openb-pod-5015,11908,47104,1,470
openb-pod-5016,11908,47104,1,650
openb-pod-5017,11908,47104,1,650
openb-pod-5018,11908,47104,1,650
openb-pod-5019,4000,22888,1,320
openb-pod-5020,8200,33792,1,1000
openb-pod-5021,9810,41560,1,1000
openb-pod-5022,18708,64512,1,1000
openb-pod-5023,11300,49152,1,1000
openb-pod-5024,11908,47104,1,650
openb-pod-5025,4000,22888,1,320
openb-pod-5026,4000,24576,1,1000
openb-pod-5027,11908,47104,1,650
openb-pod-5028,11908,47104,1,650
openb-pod-5029,4000,22888,1,230
openb-pod-5030,11908,47104,1,650
openb-pod-5031,11908,47104,1,650
openb-pod-5032,8000,30517,1,470
openb-pod-5033,88000,327680,8,1000
openb-pod-5034,18708,64512,1,1000
openb-pod-5035,18708,64512,1,1000
openb-pod-5036,3152,5600,1,590
openb-pod-5037,12000,24576,1,1000
openb-pod-5038,14000,60000,2,1000
openb-pod-5039,11300,49152,1,1000
openb-pod-5040,11300,49152,1,1000
openb-pod-5041,12000,24576,1,1000
openb-pod-5042,16000,65536,1,1000
openb-pod-5043,4000,22888,1,320
openb-pod-5044,11908,47104,1,650
openb-pod-5045,11908,47104,1,650
openb-pod-5046,4000,30517,1,110
openb-pod-5047,8000,30517,1,650
openb-pod-5048,3152,5600,1,810
openb-pod-5049,8200,33792,1,1000
openb-pod-5050,11908,47104,1,650
openb-pod-5051,11908,47104,1,650
openb-pod-5052,12000,24576,1,1000
openb-pod-5053,11908,47104,1,470
openb-pod-5054,11908,47104,1,650
openb-pod-5055,11908,47104,1,650
openb-pod-5056,11908,47104,1,650
openb-pod-5057,6000,22888,1,160
openb-pod-5058,11300,49152,1,1000
openb-pod-5059,9810,41560,1,1000
openb-pod-5060,4000,24576,1,1000
openb-pod-5061,11908,47104,1,470
openb-pod-5062,11908,47104,1,650
openb-pod-5063,11908,47104,1,650
openb-pod-5064,11908,47104,1,650
openb-pod-5065,11300,49152,1,1000
openb-pod-5066,18708,64512,1,1000
openb-pod-5067,11300,49152,1,1000
openb-pod-5068,1000,2048,1,320
openb-pod-5069,8000,30517,1,470
openb-pod-5070,11908,47104,1,470
openb-pod-5071,18708,64512,1,1000
openb-pod-5072,11300,49152,1,1000
openb-pod-5073,11300,49152,1,1000
openb-pod-5074,16000,65536,1,1000
openb-pod-5075,18708,64512,1,1000
openb-pod-5076,12000,24576,1,1000
openb-pod-5077,11300,49152,1,1000
openb-pod-5078,11300,49152,1,1000
openb-pod-5079,11300,49152,1,1000
openb-pod-5080,8000,30517,1,320
openb-pod-5081,8000,30517,1,470
openb-pod-5082,11300,49152,1,1000
openb-pod-5083,18708,64512,1,1000
openb-pod-5084,11908,47104,1,470
openb-pod-5085,15400,51200,0,0
openb-pod-5086,11300,49152,1,1000
openb-pod-5087,11300,49152,1,1000
openb-pod-5088,11300,49152,1,1000
openb-pod-5089,11300,49152,1,1000
openb-pod-5090,11300,49152,1,1000
openb-pod-5091,11300,49152,1,1000
openb-pod-5092,32000,49152,0,0
openb-pod-5093,8000,30517,1,470
openb-pod-5094,8000,30517,1,470
openb-pod-5095,8000,30517,1,470
openb-pod-5096,12500,57344,0,0
openb-pod-5097,6000,6144,1,460
openb-pod-5098,8000,30517,1,470
openb-pod-5099,8000,30517,1,470
openb-pod-5100,8000,30517,1,470
openb-pod-5101,12500,57344,0,0
openb-pod-5102,12500,57344,0,0
openb-pod-5103,12500,57344,0,0
openb-pod-5104,11300,49152,1,1000
openb-pod-5105,8000,16384,1,1000
openb-pod-5106,11300,49152,1,1000
openb-pod-5107,4000,30517,1,320
openb-pod-5108,12000,24576,1,1000
openb-pod-5109,8000,30517,1,470
openb-pod-5110,11300,49152,1,1000
openb-pod-5111,6000,6144,1,460
openb-pod-5112,4000,24576,1,1000
openb-pod-5113,6000,12288,1,460
openb-pod-5114,4000,31250,1,1000
openb-pod-5115,11300,49152,1,1000
openb-pod-5116,11908,47104,1,650
openb-pod-5117,11300,49152,1,1000
openb-pod-5118,8000,30517,1,470
openb-pod-5119,3152,5600,1,810
openb-pod-5120,3152,5600,1,810
openb-pod-5121,11300,49152,1,1000
openb-pod-5122,3152,5600,1,810
openb-pod-5123,3152,5600,1,810
openb-pod-5124,3152,5600,1,810
openb-pod-5125,3152,5600,1,810
openb-pod-5126,3152,5600,1,810
openb-pod-5127,4000,24576,1,1000
openb-pod-5128,4000,16384,1,1000
openb-pod-5129,3152,5600,1,590
openb-pod-5130,11300,49152,1,1000
openb-pod-5131,12000,24576,1,1000
openb-pod-5132,18708,64512,1,1000
openb-pod-5133,18708,64512,1,1000
openb-pod-5134,3152,5600,1,810
openb-pod-5135,18708,64512,1,1000
openb-pod-5136,11300,49152,1,1000
openb-pod-5137,11300,49152,1,1000
openb-pod-5138,11300,49152,1,1000
openb-pod-5139,3152,5600,1,810
openb-pod-5140,3152,5600,1,810
openb-pod-5141,11908,47104,1,470
openb-pod-5142,11908,47104,1,470
openb-pod-5143,3152,5600,1,810
openb-pod-5144,11300,49152,1,1000
openb-pod-5145,11300,49152,1,1000
openb-pod-5146,11300,49152,1,1000
openb-pod-5147,11300,49152,1,1000
openb-pod-5148,14200,58368,1,1000
openb-pod-5149,3152,5600,1,810
openb-pod-5150,3152,5600,1,810
openb-pod-5151,8000,30517,1,470
openb-pod-5152,3152,5600,1,590
openb-pod-5153,3152,5600,1,810
openb-pod-5154,8000,30517,1,470
openb-pod-5155,11300,49152,1,1000
openb-pod-5156,18708,64512,1,1000
openb-pod-5157,11300,49152,1,1000
openb-pod-5158,11300,49152,1,1000
openb-pod-5159,11300,49152,1,1000
openb-pod-5160,11300,49152,1,1000
openb-pod-5161,11300,49152,1,1000
openb-pod-5162,18708,64512,1,1000
openb-pod-5163,16000,32768,1,1000
openb-pod-5164,12500,57344,0,0
openb-pod-5165,12500,57344,0,0
openb-pod-5166,11300,49152,1,1000
openb-pod-5167,11300,49152,1,1000
openb-pod-5168,11300,49152,1,1000
openb-pod-5169,12000,24576,1,1000
openb-pod-5170,11300,49152,1,1000
openb-pod-5171,11300,49152,1,1000
openb-pod-5172,11300,49152,1,1000
openb-pod-5173,4000,32768,1,1000
openb-pod-5174,12000,15360,1,1000
openb-pod-5175,12000,16384,1,1000
openb-pod-5176,18708,64512,1,1000
openb-pod-5177,12500,57344,0,0
openb-pod-5178,12500,57344,0,0
openb-pod-5179,12500,57344,0,0
openb-pod-5180,8000,30517,1,470
openb-pod-5181,3152,5600,1,810
openb-pod-5182,11300,49152,1,1000
openb-pod-5183,11300,49152,1,1000
openb-pod-5184,11300,49152,1,1000
openb-pod-5185,11300,49152,1,1000
openb-pod-5186,11300,49152,1,1000
openb-pod-5187,8000,30517,1,470
openb-pod-5188,11300,49152,1,1000
openb-pod-5189,32000,49152,0,0
openb-pod-5190,8000,32768,1,1000
openb-pod-5191,11300,49152,1,1000
openb-pod-5192,11300,49152,1,1000
openb-pod-5193,11300,49152,1,1000
openb-pod-5194,11300,49152,1,1000
openb-pod-5195,11300,49152,1,1000
openb-pod-5196,11300,49152,1,1000
openb-pod-5197,11300,49152,1,1000
openb-pod-5198,120200,640000,8,1000
openb-pod-5199,11300,49152,1,1000
openb-pod-5200,11300,49152,1,1000
openb-pod-5201,8000,30517,1,470
openb-pod-5202,11300,49152,1,1000
openb-pod-5203,11300,49152,1,1000
openb-pod-5204,11300,49152,1,1000
openb-pod-5205,11300,49152,1,1000
openb-pod-5206,8000,30517,1,470
openb-pod-5207,11300,49152,1,1000
openb-pod-5208,11300,49152,1,1000
openb-pod-5209,8000,30517,1,470
openb-pod-5210,11300,49152,1,1000
openb-pod-5211,8000,30517,1,470
openb-pod-5212,8000,30517,1,470
openb-pod-5213,18708,64512,1,1000
openb-pod-5214,18708,64512,1,1000
openb-pod-5215,18708,64512,1,1000
openb-pod-5216,8000,30517,1,320
openb-pod-5217,14200,58368,1,1000
openb-pod-5218,14200,58368,1,1000
openb-pod-5219,16000,32768,1,1000
openb-pod-5220,12000,15360,1,1000
openb-pod-5221,14200,58368,1,1000
openb-pod-5222,3152,5600,1,810
openb-pod-5223,4000,22888,1,330
openb-pod-5224,14200,58368,1,1000
openb-pod-5225,32000,49152,0,0
openb-pod-5226,32000,49152,0,0
openb-pod-5227,14200,58368,1,1000
openb-pod-5228,14200,58368,1,1000
openb-pod-5229,4000,22888,1,320
openb-pod-5230,14200,58368,1,1000
